field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,field16,field17,field18,field19,field20,field21,field22,field23,field24,field25,field26,field27,field28,field29,field30
ЗПВН-04/01,1800/1400/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1800,1800х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01, габариты зонта: 1800х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","24742,46"
ЗПВН-04/01 ПРЕМИУМ,500/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,500,500х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 500х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","23310,19"
ЗПВН-04/01 ПРЕМИУМ,500/1400/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,500,500х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 500х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","25654,04"
ЗПВН-04/01 ПРЕМИУМ,800/1400/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,800,800х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 800х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","32800,37"
ЗПВН-04/01 ПРЕМИУМ,800/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,800,800х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 800х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","30159,41"
ЗПВН-04/01 ПРЕМИУМ,800/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,800,800х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 800х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","28493,22"
ЗПВН-04/01 ПРЕМИУМ,1000/1400/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1000,1000х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1000х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","36623,84"
ЗПВН-04/01 ПРЕМИУМ,1000/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1000,1000х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1000х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","33784,81"
ЗПВН-04/01 ПРЕМИУМ,1000/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1000,1000х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1000х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","31920,55"
ЗПВН-04/01 ПРЕМИУМ,1200/1400/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1200,1200х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1200х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","41278,99"
ЗПВН-04/01 ПРЕМИУМ,1200/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1200,1200х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1200х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","38241,88"
ЗПВН-04/01 ПРЕМИУМ,1200/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1200,1200х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1200х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","36179,55"
ЗПВН-04/01 ПРЕМИУМ,1600/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1600,1600х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1600х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","44030,23"
ЗПВН-04/01 ПРЕМИУМ,1600/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1600,1600х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1600х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","46488,71"
ЗПВН-04/01 ПРЕМИУМ,1600/1400/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1600,1600х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1600х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","49921,97"
ЗПВН-04/01 ПРЕМИУМ,1800/1400/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1800,1800х,1400,1400х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1800х1400х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","54577,12"
ЗПВН-04/01 ПРЕМИУМ,1800/1200/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1800,1800х,1200,1200х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1800х1200х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","50945,79"
ЗПВН-04/01 ПРЕМИУМ,1800/1000/400/н.ст.08/задн.ст.НЕРЖ/не.краш/премиум.жир/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1800,1800х,1000,1000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.НЕРЖ,нержавеющая сталь,не.краш,Нет,премиум.жир,Премиум жироулавливатели,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/01 ПРЕМИУМ, габариты зонта: 1800х1000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка нержавеющая сталь, премиальные цельногнутые жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","48289,23"
ЗПВН-04/02,500/1600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,500,500х,1600,1600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 500х1600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","13833,08"
ЗПВН-04/02,500/1800/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,500,500х,1800,1800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 500х1800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","14957,76"
ЗПВН-04/02,500/2000/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,500,500х,2000,2000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 500х2000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","15421,2"
ЗПВН-04/02,800/2000/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,800,800х,2000,2000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 800х2000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","19510,78"
ЗПВН-04/02,800/1800/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,800,800х,1800,1800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 800х1800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","18949,92"
ЗПВН-04/02,800/1600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,800,800х,1600,1600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 800х1600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","17727,82"
ЗПВН-04/02,1000/1600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1000,1000х,1600,1600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1000х1600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","19780,71"
ЗПВН-04/02,1000/1800/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1000,1000х,1800,1800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1000х1800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","21067,75"
ЗПВН-04/02,1000/2000/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1000,1000х,2000,2000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1000х2000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","21693,57"
ЗПВН-04/02,1200/2000/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1200,1200х,2000,2000х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1200х2000х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","24356,88"
ЗПВН-04/02,1200/1800/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1200,1200х,1800,1800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1200х1800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","23666,11"
ЗПВН-04/02,1200/1600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1200,1200х,1600,1600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1200х1600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","22314,12"
ЗПВН-04/02,1600/1600/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1600,1600х,1600,1600х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1600х1600х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","26995,56"
ЗПВН-04/02,1600/1800/400/н.ст.08/задн.ст.ОЦИНК/не.краш/ст.фильтры/врез.выт/-/врез.прит/-/без.подсв/вент.нет/сборн,Стандарт,CUBE,1600,1600х,1800,1800х,400,400 мм,н.ст.08,нержавеющая сталь 430 0.8мм,задн.ст.ОЦИНК,оцинкованная сталь,не.краш,Нет,ст.фильтры,Стандарт,врез.выт,Врезка в верхней части зонта,врез.прит,Дополнительная врезка,без.подсв,Без подсветки,вент.нет,Без вентилятора,сборн,Сборный зонт,"Зонт приточно-вытяжной FINIST ЗПВН-04/02, габариты зонта: 1600х1800х400 мм, корпус нержавеющая сталь 0.8 мм., задняя стенка оцинкованная сталь, стандартные жироулавливающие фильтры, врезка в верхней части зонта, без дополнительной врезки, без подсветки, без вентилятора, зонт поставляется в сборном виде.","28477,45"
